deleted_duplicate_id,original_id
senate-2011-07-04.256.1,senate-2011-07-04.346.1
senate-2011-07-04.156.1,senate-2011-07-04.346.1
senate-2011-07-04.257.4,senate-2011-07-04.347.4
senate-2011-07-04.157.4,senate-2011-07-04.347.4
house-2011-07-04.134.1,house-2011-07-04.339.1
house-2011-07-04.137.1,house-2011-07-04.342.1
senate-2011-07-04.259.1,senate-2011-07-04.349.1
senate-2011-07-04.159.1,senate-2011-07-04.349.1
house-2011-07-04.137.19,house-2011-07-04.342.19
house-2011-07-04.138.1,house-2011-07-04.343.1
house-2011-07-04.140.1,house-2011-07-04.345.1
house-2011-07-04.176.1,house-2011-07-04.380.2
house-2011-07-04.180.8,house-2011-07-04.384.9
house-2011-07-04.177.1,house-2011-07-04.381.2
house-2011-07-04.178.1,house-2011-07-04.382.2
house-2011-07-04.180.1,house-2011-07-04.384.2
house-2011-07-04.179.6,house-2011-07-04.383.7
house-2011-07-04.187.1,house-2011-07-04.391.2
house-2011-07-04.182.1,house-2011-07-04.386.2
house-2011-07-04.185.1,house-2011-07-04.389.2
house-2011-07-04.190.1,house-2011-07-04.394.2
house-2011-07-04.191.7,house-2011-07-04.395.8
house-2011-07-04.191.1,house-2011-07-04.395.2
house-2011-07-04.192.1,house-2011-07-04.396.2
house-2011-07-04.205.1,house-2011-07-04.409.1
house-2011-07-04.205.10,house-2011-07-04.409.10
house-2011-07-04.206.1,house-2011-07-04.410.1
house-2011-07-04.206.6,house-2011-07-04.410.6
house-2011-07-04.206.7,house-2011-07-04.410.7
house-2011-07-04.206.8,house-2011-07-04.410.8
house-2011-07-04.206.13,house-2011-07-04.410.13
house-2011-07-04.209.1,house-2011-07-04.413.1
house-2011-07-04.211.1,house-2011-07-04.415.1
house-2011-07-04.211.6,house-2011-07-04.415.6
house-2011-07-04.220.1,house-2011-07-04.424.1
house-2011-07-04.226.1,house-2011-07-04.430.1
house-2011-07-04.223.1,house-2011-07-04.427.1
house-2011-07-04.226.14,house-2011-07-04.430.14
house-2011-07-04.226.19,house-2011-07-04.430.19
house-2011-07-04.231.1,house-2011-07-04.435.1
house-2011-07-04.240.1,house-2011-07-04.444.1
house-2011-07-04.245.1,house-2011-07-04.449.1
house-2011-07-04.246.1,house-2011-07-04.450.1
house-2011-07-04.248.1,house-2011-07-04.452.1
house-2011-07-04.247.1,house-2011-07-04.451.1
house-2011-07-04.251.1,house-2011-07-04.455.1
house-2011-07-04.252.1,house-2011-07-04.456.1
house-2011-07-04.280.1,house-2011-07-04.482.2
house-2011-07-04.277.1,house-2011-07-04.479.2
house-2011-07-04.279.1,house-2011-07-04.481.2
house-2011-07-04.276.6,house-2011-07-04.478.7
house-2011-07-04.277.10,house-2011-07-04.479.11
house-2011-07-04.278.1,house-2011-07-04.480.2
house-2011-07-04.278.4,house-2011-07-04.480.5
house-2011-07-04.280.4,house-2011-07-04.482.5
house-2011-07-04.281.5,house-2011-07-04.483.6
house-2011-07-04.349.1,house-2011-07-04.144.1
house-2011-07-04.363.1,house-2011-07-04.158.1
house-2011-07-04.282.2,house-2011-07-04.77.1
house-2011-07-04.283.2,house-2011-07-04.78.1
house-2011-07-04.284.3,house-2011-07-04.79.1
house-2011-07-04.285.3,house-2011-07-04.80.1
house-2011-07-04.286.2,house-2011-07-04.81.1
house-2011-07-04.287.2,house-2011-07-04.82.1
house-2011-07-04.288.2,house-2011-07-04.83.1
house-2011-07-04.289.2,house-2011-07-04.84.1
house-2011-07-04.375.1,house-2011-07-04.170.1
house-2011-07-04.380.7,house-2011-07-04.176.6
house-2011-07-04.380.6,house-2011-07-04.176.5
house-2011-07-04.303.8,house-2011-07-04.98.8
house-2011-07-04.440.1,house-2011-07-04.236.1
house-2011-07-04.313.6,house-2011-07-04.108.6
senate-2011-07-04.247.9,senate-2011-07-04.337.9
senate-2011-07-04.147.9,senate-2011-07-04.337.9
house-2011-07-04.136.1,house-2011-07-04.341.1
house-2011-07-04.214.1,house-2011-07-04.418.1
house-2011-07-04.235.1,house-2011-07-04.439.1
house-2011-07-04.325.4,house-2011-07-04.120.4
house-2011-07-04.344.1,house-2011-07-04.139.1
house-2011-07-04.232.1,house-2011-07-04.436.1
house-2011-07-04.241.1,house-2011-07-04.445.1
house-2011-07-04.269.1,house-2011-07-04.471.2
house-2011-07-04.175.4,house-2011-07-04.379.5
house-2011-07-04.204.1,house-2011-07-04.408.1
senate-2011-07-04.412.2,senate-2011-07-04.319.1
senate-2011-07-04.219.1,senate-2011-07-04.319.1
house-2011-07-04.110.1,house-2011-07-04.315.1
senate-2011-07-04.247.7,senate-2011-07-04.337.7
senate-2011-07-04.147.7,senate-2011-07-04.337.7
house-2011-07-04.166.9,house-2011-07-04.371.9
house-2011-07-04.188.1,house-2011-07-04.392.2
house-2011-07-04.229.1,house-2011-07-04.433.1
house-2011-07-04.234.1,house-2011-07-04.438.1
house-2011-07-04.260.1,house-2011-07-04.464.1
house-2011-07-04.369.3,house-2011-07-04.164.3
house-2011-07-04.369.4,house-2011-07-04.164.4
house-2011-07-04.371.8,house-2011-07-04.166.8
house-2011-07-04.371.7,house-2011-07-04.166.7
house-2011-07-04.371.10,house-2011-07-04.166.10
house-2011-07-04.371.11,house-2011-07-04.166.11
house-2011-07-04.371.15,house-2011-07-04.166.15
house-2011-07-04.378.13,house-2011-07-04.174.11
house-2011-07-04.379.2,house-2011-07-04.175.1
house-2011-07-04.387.2,house-2011-07-04.183.1
house-2011-07-04.401.1,house-2011-07-04.197.1
house-2011-07-04.434.1,house-2011-07-04.230.1
house-2011-07-04.368.1,house-2011-07-04.163.1
house-2011-07-06.88.1,house-2011-07-06.258.1
house-2011-07-06.88.4,house-2011-07-06.258.4
house-2011-07-06.306.1,house-2011-07-06.136.1
house-2011-07-06.299.5,house-2011-07-06.129.5
house-2011-07-06.301.1,house-2011-07-06.131.1
house-2011-07-06.228.1,house-2011-07-06.58.1
house-2011-07-06.257.6,house-2011-07-06.87.4
house-2011-07-06.299.12,house-2011-07-06.129.12
house-2011-07-06.76.1,house-2011-07-06.246.1
house-2011-07-06.76.10,house-2011-07-06.246.10
house-2011-07-06.76.9,house-2011-07-06.246.9
house-2011-07-06.77.1,house-2011-07-06.247.3
house-2011-07-06.78.1,house-2011-07-06.248.2
house-2011-07-06.79.1,house-2011-07-06.249.2
house-2011-07-06.80.1,house-2011-07-06.250.2
house-2011-07-06.81.1,house-2011-07-06.251.2
house-2011-07-06.303.12,house-2011-07-06.133.12
house-2011-07-06.82.1,house-2011-07-06.252.2
house-2011-07-06.83.1,house-2011-07-06.253.2
house-2011-07-06.304.1,house-2011-07-06.134.1
house-2011-07-06.308.1,house-2011-07-06.138.1
house-2011-07-06.84.1,house-2011-07-06.254.2
house-2011-07-06.85.1,house-2011-07-06.255.2
house-2011-07-06.349.1,house-2011-07-06.180.1
house-2011-07-06.86.1,house-2011-07-06.256.3
house-2011-07-06.392.6,house-2011-07-06.223.5
house-2011-07-06.222.6,house-2011-07-06.391.7
house-2011-07-06.99.6,house-2011-07-06.269.6
house-2011-07-06.324.2,house-2011-07-06.155.1
house-2011-07-06.102.1,house-2011-07-06.272.2
house-2011-07-06.103.10,house-2011-07-06.273.10
house-2011-07-06.109.7,house-2011-07-06.279.7
house-2011-07-06.143.1,house-2011-07-06.313.1
house-2011-07-06.161.1,house-2011-07-06.330.2
house-2011-07-06.178.1,house-2011-07-06.347.1
house-2011-07-06.166.8,house-2011-07-06.335.10
house-2011-07-06.195.1,house-2011-07-06.364.1
house-2011-07-06.211.1,house-2011-07-06.380.1
house-2011-07-06.221.1,house-2011-07-06.390.2
house-2011-07-06.326.2,house-2011-07-06.157.1
house-2011-07-06.327.2,house-2011-07-06.158.1
house-2011-07-06.328.2,house-2011-07-06.159.1
house-2011-07-06.331.2,house-2011-07-06.162.1
house-2011-07-06.111.4,house-2011-07-06.281.4
house-2011-07-06.106.1,house-2011-07-06.276.2
house-2011-07-06.89.1,house-2011-07-06.259.1
house-2011-07-06.89.5,house-2011-07-06.259.5
house-2011-07-06.89.6,house-2011-07-06.259.6
house-2011-07-06.89.7,house-2011-07-06.259.7
house-2011-07-06.89.8,house-2011-07-06.259.8
house-2011-07-06.89.9,house-2011-07-06.259.9
house-2011-07-06.90.1,house-2011-07-06.260.1
house-2011-07-06.90.3,house-2011-07-06.260.3
house-2011-07-06.90.4,house-2011-07-06.260.4
house-2011-07-06.90.6,house-2011-07-06.260.6
house-2011-07-06.90.7,house-2011-07-06.260.7
house-2011-07-06.90.8,house-2011-07-06.260.8
house-2011-07-06.354.1,house-2011-07-06.185.1
house-2011-07-06.91.1,house-2011-07-06.261.1
house-2011-07-06.355.1,house-2011-07-06.186.1
house-2011-07-06.92.1,house-2011-07-06.262.1
house-2011-07-06.357.1,house-2011-07-06.188.1
house-2011-07-06.92.7,house-2011-07-06.262.7
house-2011-07-06.323.3,house-2011-07-06.154.1
house-2011-07-06.334.2,house-2011-07-06.165.1
house-2011-07-06.325.2,house-2011-07-06.156.1
house-2011-07-06.368.1,house-2011-07-06.199.1
house-2011-07-06.377.1,house-2011-07-06.208.1
house-2011-07-06.371.1,house-2011-07-06.202.1
house-2011-07-06.378.1,house-2011-07-06.209.1
house-2011-07-06.384.1,house-2011-07-06.215.1
house-2011-07-06.386.1,house-2011-07-06.217.1
house-2011-07-06.133.10,house-2011-07-06.303.10
house-2011-07-06.140.1,house-2011-07-06.310.2
house-2011-07-06.141.1,house-2011-07-06.311.1
house-2011-07-06.152.1,house-2011-07-06.322.1
house-2011-07-06.149.1,house-2011-07-06.319.1
house-2011-07-06.149.20,house-2011-07-06.319.20
house-2011-07-06.151.1,house-2011-07-06.321.1
house-2011-07-06.62.1,house-2011-07-06.232.1
house-2011-07-06.160.1,house-2011-07-06.329.2
house-2011-07-06.164.1,house-2011-07-06.333.2
house-2011-07-06.67.1,house-2011-07-06.237.1
house-2011-07-06.166.5,house-2011-07-06.335.7
house-2011-07-06.166.1,house-2011-07-06.335.3
house-2011-07-06.68.1,house-2011-07-06.238.1
house-2011-07-06.85.4,house-2011-07-06.255.5
house-2011-07-06.87.1,house-2011-07-06.257.3
house-2011-07-06.87.7,house-2011-07-06.257.9
house-2011-07-06.239.32,house-2011-07-06.69.32
house-2011-07-06.179.1,house-2011-07-06.348.1
house-2011-07-06.370.1,house-2011-07-06.201.1
house-2011-07-06.69.1,house-2011-07-06.239.1
house-2011-07-06.92.8,house-2011-07-06.262.8
house-2011-07-06.93.1,house-2011-07-06.263.3
house-2011-07-06.187.1,house-2011-07-06.356.1
house-2011-07-06.94.1,house-2011-07-06.264.3
house-2011-07-06.95.1,house-2011-07-06.265.1
house-2011-07-06.198.1,house-2011-07-06.367.1
house-2011-07-06.95.5,house-2011-07-06.265.5
house-2011-07-06.95.6,house-2011-07-06.265.6
house-2011-07-06.95.7,house-2011-07-06.265.7
house-2011-07-06.95.9,house-2011-07-06.265.9
house-2011-07-06.95.10,house-2011-07-06.265.10
house-2011-07-06.95.11,house-2011-07-06.265.11
house-2011-07-06.95.12,house-2011-07-06.265.12
house-2011-07-06.96.1,house-2011-07-06.266.2
house-2011-07-06.97.1,house-2011-07-06.267.1
house-2011-07-06.98.1,house-2011-07-06.268.2
house-2011-07-06.99.1,house-2011-07-06.269.1
house-2011-07-06.99.4,house-2011-07-06.269.4
house-2011-07-06.99.7,house-2011-07-06.269.7
house-2011-07-06.99.5,house-2011-07-06.269.5
house-2011-07-06.121.1,house-2011-07-06.291.1
house-2011-07-06.99.8,house-2011-07-06.269.8
house-2011-07-06.99.10,house-2011-07-06.269.10
house-2011-07-06.99.11,house-2011-07-06.269.11
house-2011-07-06.100.1,house-2011-07-06.270.2
house-2011-07-06.100.4,house-2011-07-06.270.5
house-2011-07-06.101.1,house-2011-07-06.271.1
house-2011-07-06.101.4,house-2011-07-06.271.4
house-2011-07-06.101.5,house-2011-07-06.271.5
house-2011-07-06.103.1,house-2011-07-06.273.1
house-2011-07-06.103.12,house-2011-07-06.273.12
house-2011-07-06.115.14,house-2011-07-06.285.14
house-2011-07-06.104.1,house-2011-07-06.274.2
house-2011-07-06.107.1,house-2011-07-06.277.1
house-2011-07-06.107.5,house-2011-07-06.277.5
house-2011-07-06.111.1,house-2011-07-06.281.1
house-2011-07-06.107.7,house-2011-07-06.277.7
house-2011-07-06.107.8,house-2011-07-06.277.8
house-2011-07-06.107.10,house-2011-07-06.277.10
house-2011-07-06.107.14,house-2011-07-06.277.14
house-2011-07-06.107.15,house-2011-07-06.277.15
house-2011-07-06.109.1,house-2011-07-06.279.1
house-2011-07-06.108.1,house-2011-07-06.278.2
house-2011-07-06.109.5,house-2011-07-06.279.5
house-2011-07-06.109.6,house-2011-07-06.279.6
house-2011-07-06.109.8,house-2011-07-06.279.8
house-2011-07-06.109.9,house-2011-07-06.279.9
house-2011-07-06.109.10,house-2011-07-06.279.10
house-2011-07-06.109.11,house-2011-07-06.279.11
house-2011-07-06.109.13,house-2011-07-06.279.13
house-2011-07-06.110.1,house-2011-07-06.280.1
house-2011-07-06.111.9,house-2011-07-06.281.9
house-2011-07-06.111.5,house-2011-07-06.281.5
house-2011-07-06.115.1,house-2011-07-06.285.1
house-2011-07-06.111.10,house-2011-07-06.281.10
house-2011-07-06.111.11,house-2011-07-06.281.11
house-2011-07-06.111.13,house-2011-07-06.281.13
house-2011-07-06.111.14,house-2011-07-06.281.14
house-2011-07-06.112.6,house-2011-07-06.282.6
house-2011-07-06.112.5,house-2011-07-06.282.5
house-2011-07-06.112.7,house-2011-07-06.282.7
house-2011-07-06.118.1,house-2011-07-06.288.2
house-2011-07-06.113.1,house-2011-07-06.283.1
house-2011-07-06.114.1,house-2011-07-06.284.2
house-2011-07-06.115.12,house-2011-07-06.285.12
house-2011-07-06.115.13,house-2011-07-06.285.13
house-2011-07-06.122.1,house-2011-07-06.292.2
house-2011-07-06.115.16,house-2011-07-06.285.16
house-2011-07-06.115.15,house-2011-07-06.285.15
house-2011-07-06.115.17,house-2011-07-06.285.17
house-2011-07-06.115.18,house-2011-07-06.285.18
house-2011-07-06.123.9,house-2011-07-06.293.9
house-2011-07-06.117.1,house-2011-07-06.287.1
house-2011-07-06.116.1,house-2011-07-06.286.2
house-2011-07-06.119.1,house-2011-07-06.289.1
house-2011-07-06.120.1,house-2011-07-06.290.2
house-2011-07-06.123.12,house-2011-07-06.293.12
house-2011-07-06.123.13,house-2011-07-06.293.13
house-2011-07-06.129.11,house-2011-07-06.299.11
house-2011-07-06.125.1,house-2011-07-06.295.1
house-2011-07-06.124.1,house-2011-07-06.294.3
house-2011-07-06.126.1,house-2011-07-06.296.3
house-2011-07-06.127.6,house-2011-07-06.297.8
house-2011-07-06.129.1,house-2011-07-06.299.1
house-2011-07-06.129.8,house-2011-07-06.299.8
house-2011-07-06.129.9,house-2011-07-06.299.9
house-2011-07-06.129.10,house-2011-07-06.299.10
house-2011-07-06.130.1,house-2011-07-06.300.1
house-2011-07-06.131.19,house-2011-07-06.301.19
house-2011-07-06.131.20,house-2011-07-06.301.20
house-2011-07-06.132.1,house-2011-07-06.302.1
house-2011-07-06.131.22,house-2011-07-06.301.22
house-2011-07-06.212.1,house-2011-07-06.381.1
house-2011-07-06.204.1,house-2011-07-06.373.1
house-2011-07-06.133.1,house-2011-07-06.303.1
house-2011-07-06.133.6,house-2011-07-06.303.6
house-2011-07-06.133.8,house-2011-07-06.303.8
house-2011-07-06.181.1,house-2011-07-06.350.1
house-2011-07-06.203.1,house-2011-07-06.372.1
house-2011-07-06.213.1,house-2011-07-06.382.1
house-2011-07-06.189.1,house-2011-07-06.358.1
house-2011-07-06.191.1,house-2011-07-06.360.1
house-2011-07-06.192.1,house-2011-07-06.361.1
house-2011-07-06.193.1,house-2011-07-06.362.1
house-2011-07-06.197.1,house-2011-07-06.366.1
house-2011-07-06.200.1,house-2011-07-06.369.1
house-2011-07-06.206.1,house-2011-07-06.375.1
house-2011-07-06.207.1,house-2011-07-06.376.1
house-2011-07-06.207.4,house-2011-07-06.376.4
house-2011-07-06.207.6,house-2011-07-06.376.6
house-2011-07-06.216.1,house-2011-07-06.385.1
house-2011-07-06.220.1,house-2011-07-06.389.3
house-2011-07-06.220.5,house-2011-07-06.389.7
house-2011-07-06.221.4,house-2011-07-06.390.5
house-2011-07-06.222.1,house-2011-07-06.391.2
house-2011-07-06.223.1,house-2011-07-06.392.2
house-2011-07-06.337.2,house-2011-07-06.168.1
house-2011-07-06.336.3,house-2011-07-06.167.1
house-2011-07-06.338.2,house-2011-07-06.169.1
house-2011-07-06.340.2,house-2011-07-06.171.1
house-2011-07-06.342.2,house-2011-07-06.173.1
house-2011-07-06.343.2,house-2011-07-06.174.1
house-2011-07-06.344.2,house-2011-07-06.175.1
house-2011-07-06.345.2,house-2011-07-06.176.1
house-2011-07-06.345.8,house-2011-07-06.176.7
house-2011-07-06.345.7,house-2011-07-06.176.6
house-2011-07-06.277.4,house-2011-07-06.107.4
house-2011-07-06.172.1,house-2011-07-06.341.2
house-2011-07-06.232.8,house-2011-07-06.62.8
house-2011-07-06.229.1,house-2011-07-06.59.1
house-2011-07-06.240.1,house-2011-07-06.70.1
house-2011-07-06.241.1,house-2011-07-06.71.1
house-2011-07-06.246.8,house-2011-07-06.76.8
house-2011-07-06.388.1,house-2011-07-06.219.1
house-2011-07-06.312.1,house-2011-07-06.142.1
house-2011-07-06.277.6,house-2011-07-06.107.6
house-2011-07-06.281.7,house-2011-07-06.111.7
house-2011-07-06.150.1,house-2011-07-06.320.1
house-2011-07-06.282.1,house-2011-07-06.112.1
house-2011-07-06.123.1,house-2011-07-06.293.1
house-2011-07-06.163.1,house-2011-07-06.332.2
house-2011-07-06.236.1,house-2011-07-06.66.1
house-2011-07-06.339.2,house-2011-07-06.170.1
house-2011-07-07.81.7,house-2011-07-07.81.1
senate-2011-08-16.184.1,senate-2011-08-16.217.2
senate-2011-08-16.184.4,senate-2011-08-16.217.5
house-2011-08-16.221.2,house-2011-08-16.104.1
house-2011-08-16.48.14,house-2011-08-16.166.14
house-2011-08-16.49.1,house-2011-08-16.167.2
house-2011-08-16.50.1,house-2011-08-16.168.1
senate-2011-08-16.186.1,senate-2011-08-16.219.2
house-2011-08-16.222.2,house-2011-08-16.105.1
house-2011-08-16.223.2,house-2011-08-16.106.1
house-2011-08-16.140.1,house-2011-08-16.22.1
house-2011-08-16.146.5,house-2011-08-16.28.5
house-2011-08-16.230.10,house-2011-08-16.113.9
senate-2011-08-16.174.1,senate-2011-08-16.207.2
house-2011-08-16.42.7,house-2011-08-16.160.7
senate-2011-08-16.174.4,senate-2011-08-16.207.5
senate-2011-08-16.175.1,senate-2011-08-16.208.2
house-2011-08-16.44.1,house-2011-08-16.162.1
senate-2011-08-16.175.4,senate-2011-08-16.208.5
house-2011-08-16.44.6,house-2011-08-16.162.6
senate-2011-08-16.176.1,senate-2011-08-16.209.2
house-2011-08-16.154.1,house-2011-08-16.36.1
senate-2011-08-16.176.4,senate-2011-08-16.209.5
house-2011-08-16.45.1,house-2011-08-16.163.2
senate-2011-08-16.177.1,senate-2011-08-16.210.2
house-2011-08-16.46.1,house-2011-08-16.164.1
senate-2011-08-16.177.4,senate-2011-08-16.210.5
senate-2011-08-16.178.1,senate-2011-08-16.211.2
house-2011-08-16.46.5,house-2011-08-16.164.5
house-2011-08-16.46.7,house-2011-08-16.164.7
house-2011-08-16.46.8,house-2011-08-16.164.8
senate-2011-08-16.179.12,senate-2011-08-16.212.13
house-2011-08-16.47.1,house-2011-08-16.165.2
house-2011-08-16.48.1,house-2011-08-16.166.1
senate-2011-08-16.180.8,senate-2011-08-16.213.9
senate-2011-08-16.181.1,senate-2011-08-16.214.2
senate-2011-08-16.182.1,senate-2011-08-16.215.2
house-2011-08-16.48.7,house-2011-08-16.166.7
senate-2011-08-16.182.4,senate-2011-08-16.215.5
house-2011-08-16.48.8,house-2011-08-16.166.8
senate-2011-08-16.183.1,senate-2011-08-16.216.2
senate-2011-08-16.183.5,senate-2011-08-16.216.6
house-2011-08-16.33.7,house-2011-08-16.151.8
house-2011-08-16.37.1,house-2011-08-16.155.2
house-2011-08-16.86.1,house-2011-08-16.204.1
house-2011-08-16.100.1,house-2011-08-16.217.2
senate-2011-08-16.190.7,senate-2011-08-16.156.6
house-2011-08-16.179.1,house-2011-08-16.61.1
house-2011-08-16.92.1,house-2011-08-16.210.1
house-2011-08-16.51.1,house-2011-08-16.169.2
senate-2011-08-16.186.5,senate-2011-08-16.219.6
senate-2011-08-16.187.1,senate-2011-08-16.220.2
house-2011-08-16.52.5,house-2011-08-16.170.5
house-2011-08-16.52.4,house-2011-08-16.170.4
senate-2011-08-16.187.5,senate-2011-08-16.220.6
senate-2011-08-16.188.1,senate-2011-08-16.221.2
senate-2011-08-16.204.10,senate-2011-08-16.171.9
house-2011-08-16.54.6,house-2011-08-16.172.8
house-2011-08-16.27.1,house-2011-08-16.145.2
house-2011-08-16.55.6,house-2011-08-16.173.6
house-2011-08-16.239.5,house-2011-08-16.122.4
house-2011-08-16.243.2,house-2011-08-16.126.1
house-2011-08-16.244.5,house-2011-08-16.127.4
senate-2011-08-16.214.8,senate-2011-08-16.181.7
house-2011-08-16.28.21,house-2011-08-16.146.21
house-2011-08-16.248.6,house-2011-08-16.131.5
house-2011-08-16.29.1,house-2011-08-16.147.2
house-2011-08-16.23.4,house-2011-08-16.141.4
house-2011-08-16.24.4,house-2011-08-16.142.4
house-2011-08-16.28.13,house-2011-08-16.146.13
senate-2011-08-16.155.1,senate-2011-08-16.189.2
house-2011-08-16.132.4,house-2011-08-16.249.5
house-2011-08-16.133.1,house-2011-08-16.250.2
senate-2011-08-16.164.1,senate-2011-08-16.197.3
house-2011-08-16.33.6,house-2011-08-16.151.7
senate-2011-08-16.167.4,senate-2011-08-16.200.5
senate-2011-08-16.168.1,senate-2011-08-16.201.2
house-2011-08-16.40.1,house-2011-08-16.158.1
house-2011-08-16.44.8,house-2011-08-16.162.8
house-2011-08-16.46.6,house-2011-08-16.164.6
senate-2011-08-16.178.4,senate-2011-08-16.211.5
senate-2011-08-16.179.1,senate-2011-08-16.212.2
senate-2011-08-16.180.1,senate-2011-08-16.213.2
house-2011-08-16.48.13,house-2011-08-16.166.13
senate-2011-08-16.185.1,senate-2011-08-16.218.2
senate-2011-08-16.185.7,senate-2011-08-16.218.8
house-2011-08-16.141.3,house-2011-08-16.23.3
house-2011-08-16.233.2,house-2011-08-16.116.1
house-2011-08-16.235.2,house-2011-08-16.118.1
house-2011-08-16.244.2,house-2011-08-16.127.1
house-2011-08-16.35.1,house-2011-08-16.153.2
house-2011-08-16.56.6,house-2011-08-16.174.6
house-2011-08-16.57.1,house-2011-08-16.175.3
house-2011-08-16.58.1,house-2011-08-16.176.3
house-2011-08-16.66.1,house-2011-08-16.184.1
house-2011-08-16.59.1,house-2011-08-16.177.3
house-2011-08-16.60.1,house-2011-08-16.178.3
house-2011-08-16.62.1,house-2011-08-16.180.1
house-2011-08-16.63.1,house-2011-08-16.181.1
house-2011-08-16.63.4,house-2011-08-16.181.4
house-2011-08-16.63.6,house-2011-08-16.181.6
house-2011-08-16.64.1,house-2011-08-16.182.1
house-2011-08-16.64.14,house-2011-08-16.182.14
house-2011-08-16.64.15,house-2011-08-16.182.15
house-2011-08-16.65.1,house-2011-08-16.183.1
house-2011-08-16.69.1,house-2011-08-16.186.3
house-2011-08-16.70.1,house-2011-08-16.187.1
house-2011-08-16.71.1,house-2011-08-16.188.2
house-2011-08-16.68.1,house-2011-08-16.189.2
house-2011-08-16.74.1,house-2011-08-16.192.1
house-2011-08-16.73.1,house-2011-08-16.191.1
house-2011-08-16.74.14,house-2011-08-16.192.14
house-2011-08-16.74.15,house-2011-08-16.192.15
house-2011-08-16.74.16,house-2011-08-16.192.16
house-2011-08-16.74.17,house-2011-08-16.192.17
house-2011-08-16.74.18,house-2011-08-16.192.18
house-2011-08-16.75.1,house-2011-08-16.193.1
house-2011-08-16.76.1,house-2011-08-16.194.1
house-2011-08-16.77.1,house-2011-08-16.195.1
house-2011-08-16.78.1,house-2011-08-16.196.1
house-2011-08-16.79.1,house-2011-08-16.197.1
house-2011-08-16.80.1,house-2011-08-16.198.1
house-2011-08-16.81.1,house-2011-08-16.199.1
house-2011-08-16.82.1,house-2011-08-16.200.1
house-2011-08-16.83.1,house-2011-08-16.201.1
house-2011-08-16.84.1,house-2011-08-16.202.1
house-2011-08-16.85.1,house-2011-08-16.203.1
house-2011-08-16.88.6,house-2011-08-16.206.6
house-2011-08-16.88.1,house-2011-08-16.206.1
house-2011-08-16.88.5,house-2011-08-16.206.5
house-2011-08-16.88.8,house-2011-08-16.206.8
house-2011-08-16.88.7,house-2011-08-16.206.7
house-2011-08-16.88.10,house-2011-08-16.206.10
house-2011-08-16.89.1,house-2011-08-16.207.1
house-2011-08-16.91.1,house-2011-08-16.209.1
house-2011-08-16.96.1,house-2011-08-16.213.2
house-2011-08-16.93.1,house-2011-08-16.211.1
house-2011-08-16.95.1,house-2011-08-16.212.3
house-2011-08-16.98.1,house-2011-08-16.215.2
house-2011-08-16.99.1,house-2011-08-16.216.2
house-2011-08-16.103.1,house-2011-08-16.220.2
house-2011-08-16.107.1,house-2011-08-16.224.3
house-2011-08-16.107.5,house-2011-08-16.224.7
house-2011-08-16.107.6,house-2011-08-16.224.8
house-2011-08-16.107.7,house-2011-08-16.224.9
house-2011-08-16.107.8,house-2011-08-16.224.10
house-2011-08-16.107.9,house-2011-08-16.224.11
house-2011-08-16.107.10,house-2011-08-16.224.12
house-2011-08-16.108.1,house-2011-08-16.225.3
house-2011-08-16.108.5,house-2011-08-16.225.7
house-2011-08-16.109.1,house-2011-08-16.226.2
house-2011-08-16.109.21,house-2011-08-16.226.22
house-2011-08-16.110.1,house-2011-08-16.227.2
house-2011-08-16.111.1,house-2011-08-16.228.2
house-2011-08-16.111.4,house-2011-08-16.228.5
house-2011-08-16.112.1,house-2011-08-16.229.2
house-2011-08-16.112.4,house-2011-08-16.229.5
house-2011-08-16.113.1,house-2011-08-16.230.2
house-2011-08-16.114.1,house-2011-08-16.231.2
house-2011-08-16.114.4,house-2011-08-16.231.5
house-2011-08-16.115.1,house-2011-08-16.232.2
house-2011-08-16.115.4,house-2011-08-16.232.5
house-2011-08-16.117.1,house-2011-08-16.234.2
house-2011-08-16.116.4,house-2011-08-16.233.5
house-2011-08-16.117.4,house-2011-08-16.234.5
house-2011-08-16.118.10,house-2011-08-16.235.11
house-2011-08-16.119.1,house-2011-08-16.236.2
house-2011-08-16.119.9,house-2011-08-16.236.10
house-2011-08-16.120.1,house-2011-08-16.237.2
house-2011-08-16.120.5,house-2011-08-16.237.6
house-2011-08-16.121.1,house-2011-08-16.238.2
house-2011-08-16.121.5,house-2011-08-16.238.6
house-2011-08-16.122.1,house-2011-08-16.239.2
house-2011-08-16.123.1,house-2011-08-16.240.2
house-2011-08-16.123.7,house-2011-08-16.240.8
house-2011-08-16.124.4,house-2011-08-16.241.5
house-2011-08-16.124.1,house-2011-08-16.241.2
house-2011-08-16.125.1,house-2011-08-16.242.2
house-2011-08-16.125.11,house-2011-08-16.242.12
house-2011-08-16.126.4,house-2011-08-16.243.5
house-2011-08-16.128.4,house-2011-08-16.245.5
house-2011-08-16.128.1,house-2011-08-16.245.2
house-2011-08-16.129.1,house-2011-08-16.246.2
house-2011-08-16.129.9,house-2011-08-16.246.10
house-2011-08-16.130.1,house-2011-08-16.247.2
house-2011-08-16.130.6,house-2011-08-16.247.7
house-2011-08-16.131.1,house-2011-08-16.248.2
house-2011-08-16.132.1,house-2011-08-16.249.2
house-2011-08-16.139.3,house-2011-08-16.21.1
house-2011-08-16.141.1,house-2011-08-16.23.1
house-2011-08-16.142.1,house-2011-08-16.24.1
